responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;unidade_executora_codigo;funcional_programatica_formatado;categoria_economica_despesa_codigo;item_despesa_codigo;gmifp_formatado;numero_empenho;obs;funcao
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92790;RESOLUÇÃO SES;399;APROVADO;PIAU;FUNDO MUNICIPAL DE SAUDE;12.773.270/0001-14;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332921,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2754;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92791;RESOLUÇÃO SES;399;APROVADO;RAUL SOARES;FUNDO MUNICIPAL DE SAUDE DE RAUL SOARES;12.073.624/0001-18;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332938,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2663;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92792;RESOLUÇÃO SES;399;APROVADO;RECREIO;FUNDO MUNICIPAL DE SAÚDE DE RECREIO;11.944.441/0001-68;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332939,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2683;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92793;RESOLUÇÃO SES;399;APROVADO;SABINOPOLIS;FUNDO MUNICIPAL DE SAUDE;11.263.461/0001-73;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332954,0;8095;1320076,0;1030115944600000;4,0;1,0;4.41.0.10.8;2779;SIAFI COM DOIS OU MAIS EMPENHOS;10
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92794;TRANSFERÊNCIA ESPECIAL;184;APROVADO;TAIOBEIRAS;PREFEITURA MUNICIPAL DE TAIOBEIRAS;18.017.384/0001-10;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9330631,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3979;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92795;TRANSFERÊNCIA ESPECIAL;184;APROVADO;VIRGINOPOLIS;PREFEITURA MUNICIPAL DE VIRGINÓPOLIS;18.307.512/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9330632,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4146;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92796;TRANSFERÊNCIA ESPECIAL;184;APROVADO;UBA;MUNICIPIO DE UBA;18.128.207/0001-01;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9330633,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4164;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92797;TRANSFERÊNCIA ESPECIAL;184;APROVADO;TURMALINA;PREFEITURA MUNICIPAL DE TURMALINA;25.324.187/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;105000,0;;105000,0;105000,0;105000,0;105000,0;0,0;;;0,0;;9330634,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4106;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;92799;RESOLUÇÃO SES;477;APROVADO;SANTANA DO PARAISO;FUNDO MUNICIPAL DE SAUDE;11.350.715/0001-90;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9332967,0;8095;1320076,0;1030115944600000;4,0;1,0;4.41.0.10.8;2814;SIAFI COM DOIS OU MAIS EMPENHOS;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;92800;RESOLUÇÃO SES;477;APROVADO;ITAPEVA;FUNDO MUNICIPAL DE SAUDE;11.407.911/0001-54;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332853,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2634;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;92801;RESOLUÇÃO SES;477;APROVADO;SETUBINHA;FUNDO MUNICIPAL DE SAUDE DE SETUBINHA;11.513.409/0001-28;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9332999,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2682;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92802;TRANSFERÊNCIA ESPECIAL;512;APROVADO;TAPARUBA;MUNICIPIO DE TAPARUBA;01.616.741/0001-64;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;39867,3;;39867,3;39867,3;39867,3;39867,3;0,0;;;0,0;;9328632,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3986;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92803;TRANSFERÊNCIA ESPECIAL;512;APROVADO;TOMBOS;PREFEITURA MUNICIPAL DE TOMBOS;18.114.223/0001-45;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;32453,5;;32453,5;32453,5;32453,5;32453,5;0,0;;;0,0;;9328633,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3978;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92804;TRANSFERÊNCIA ESPECIAL;469;APROVADO;TOMBOS;PREFEITURA MUNICIPAL DE TOMBOS;18.114.223/0001-45;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;467546,5;;467546,5;467546,5;467546,5;467546,5;0,0;;;0,0;;9329323,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3976;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92805;TRANSFERÊNCIA ESPECIAL;469;APROVADO;ESPERA FELIZ;PREFEITURA MUNICIPAL DE ESPERA FELIZ;18.114.264/0001-31;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;1150000,0;;1150000,0;1150000,0;1150000,0;1150000,0;0,0;;;0,0;;9329324,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1852;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92806;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;ASTOLFO DUTRA;MUNICIPIO DE ASTOLFO DUTRA;17.702.507/0001-90;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;;Aquisição de bens permanentes;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;1261001467/2022;9340794,0;;1260160,0;12.361.106.4303.0001;4,0;1,0;4.40.0.10.8;79;DUAS OU MAIS INDICAÇÕES COM O MESMO SIAFI;12
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92807;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;CAMPOS GERAIS;MUNICIPIO DE CAMPOS GERAIS;18.245.175/0001-24;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;;Aquisição de bens permanentes;;179387,0;;179377,27;179377,27;179377,27;179377,27;0,0;;;0,0;1261001175/2022;9337397,0;;1260160,0;12.361.106.4303.0001;4,0;1,0;4.40.0.10.8;517;;12
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92808;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;CURRAL DE DENTRO;PREFEITURA MUNICIPAL DE CURRAL DE DENTRO;01.613.076/0001-55;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;;Aquisição de bens permanentes;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;1261001403/2022;9340375,0;;1260160,0;12.361.106.4303.0001;4,0;1,0;4.40.0.10.8;597;;12
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92809;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;LUISLANDIA;MUNICIPIO DE LUISLANDIA;01.612.887/0001-31;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;;Aquisição de bens permanentes;;179387,0;;179372,87;179372,87;179372,87;179372,87;0,0;;;0,0;1261001402/2022;9340373,0;;1260160,0;12.361.106.4303.0001;4,0;1,0;4.40.0.10.8;596;;12
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92810;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;PARACATU;MUNICIPIO DE PARACATU;18.278.051/0001-45;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;;Aquisição de bens permanentes;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;1261001502/2022;9340482,0;;1260160,0;12.361.106.4303.0001;4,0;1,0;4.40.0.10.8;615;;12
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;92811;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;9;APROVADO;LIMA DUARTE;PREFEITURA MUNICIPAL DE LIMA DUARTE;18.338.186/0001-59;;4424;APOIO ÀS FEIRAS LIVRES;OUTRAS DESPESAS CORRENTES;;;;Doação de kit feira livre - Tipo 1;SEAPA (doação) Kit feira livre;50000,0;;50000,0;50000,0;0,0;0,0;50000,0;0,0;50000,0;0,0;;;;1230001,0;20.608.164.4424.0001;3,0;1,0;3.90.0.10.8;"607;606;605;604;603";;20
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;92812;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;9;APROVADO;MADRE DE DEUS DE MINAS;MUNICIPIO DE MADRE DE DEUS DE MINAS;18.029.371/0001-61;;4424;APOIO ÀS FEIRAS LIVRES;OUTRAS DESPESAS CORRENTES;;;;Doação de kit feira livre - Tipo 1;SEAPA (doação) Kit feira livre;50000,0;;49994,25;49994,25;0,0;0,0;49994,25;0,0;49994,25;0,0;;;;1230001,0;20.608.164.4424.0001;3,0;1,0;3.90.0.10.8;"607;606;605;604;603";;20
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO - SEAPA;SEAPA;92813;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;9;APROVADO;SAO JOAO DEL REI;PREFEITURA MUNICIPAL DE SÃO JOÃO DEL REI;17.749.896/0001-09;;4424;APOIO ÀS FEIRAS LIVRES;OUTRAS DESPESAS CORRENTES;;;;Doação de kit feira livre - Tipo 1;SEAPA (doação) Kit feira livre;50000,0;;50000,0;50000,0;0,0;0,0;50000,0;0,0;50000,0;0,0;;;;1230001,0;20.608.164.4424.0001;3,0;1,0;3.90.0.10.8;"607;606;605;604;603";;20
Bloco Minas São Muitas;;Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;FES;92814;RESOLUÇÃO SES;477;APROVADO;RAUL SOARES;FUNDO MUNICIPAL DE SAUDE DE RAUL SOARES;12.073.624/0001-18;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;;FES Bem permanente;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9332695,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2664;;10
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92815;TRANSFERÊNCIA ESPECIAL;512;APROVADO;CONCEICAO DA APARECIDA;PREFEITURA MUNICIPAL DE CONCEIÇÃO DA APARECIDA;18.243.295/0001-92;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;72320,3;;72320,3;72320,3;72320,3;72320,3;0,0;;;0,0;;9328634,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1419;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92816;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CONCEICAO DA APARECIDA;PREFEITURA MUNICIPAL DE CONCEIÇÃO DA APARECIDA;18.243.295/0001-92;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;137546,5;;137546,5;137546,5;137546,5;137546,5;0,0;;;0,0;;9329325,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1416;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92817;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SANTA RITA DE MINAS;PREFEITURA MUNICIPAL DE SANTA RITA DE MINAS;66.229.584/0001-80;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9329326,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3733;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92818;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SIMONESIA;MUNICIPIO DE SIMONESIA;18.385.120/0001-10;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9329327,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3936;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92819;TRANSFERÊNCIA ESPECIAL;469;APROVADO;VERMELHO NOVO;MUNICIPIO DE VERMELHO NOVO;01.620.744/0001-71;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9329328,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4064;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92820;TRANSFERÊNCIA ESPECIAL;469;APROVADO;RAUL SOARES;MUNICIPIO DE RAUL SOARES;18.836.965/0001-84;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9329329,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3475;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92821;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SANTANA DO MANHUACU;PREFEITURA MUNICIPAL DE SANTANA DO MANHUAÇU;18.385.146/0001-68;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9329330,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3894;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92822;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SAO JOSE DO MANTIMENTO;MUNICIPIO DE SAO JOSE DO MANTIMENTO;18.392.514/0001-03;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9329331,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3661;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92823;TRANSFERÊNCIA ESPECIAL;469;APROVADO;BOM JESUS DO GALHO;MUNICIPIO DE BOM JESUS DO GALHO;18.334.276/0001-71;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9329332,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1051;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92824;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CAMPO DO MEIO;MUNICIPIO DE CAMPO DO MEIO;18.239.582/0001-29;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9329333,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1675;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92825;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CAMPOS GERAIS;MUNICIPIO DE CAMPOS GERAIS;18.245.175/0001-24;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9329334,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1708;;4
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92826;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;DIAMANTINA;EE PROFESSOR JOSÉ AUGUSTO NEVES;;23761,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662423,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;2102;;12
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92827;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;SANTOS DUMONT;EE PADRE ANTÔNIO VIEIRA;;69965,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662550,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1692;;12
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92828;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;SANTOS DUMONT;EE VIEIRA MARQUES;;69990,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662214,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1693;;12
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92829;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;SANTOS DUMONT;EE ENGENHEIRO HENRIQUE DUMONT;;69931,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Obra;Obra;200000,0;;200000,0;200000,0;200000,0;0,0;200000,0;200000,0;0,0;0,0;;661732,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1579;;12
BETAO;PT;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92830;EXECUÇÃO DIRETA - CAIXA ESCOLAR;67;ENVIADA PARA SEE;SAO PEDRO DOS FERROS;EE DO LAJÃO;;129593,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662179,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;1656;;12
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92831;TRANSFERÊNCIA ESPECIAL;512;APROVADO;CORACAO DE JESUS;MUNICIPIO DE CORACAO DE JESUS;22.680.672/0001-28;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;58356,1;;58356,1;58356,1;58356,1;58356,1;0,0;;;0,0;;9328635,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1710;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92832;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CORACAO DE JESUS;MUNICIPIO DE CORACAO DE JESUS;22.680.672/0001-28;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;12902,37;;12902,37;12902,37;12902,37;12902,37;0,0;;;0,0;;9329335,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1706;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92833;TRANSFERÊNCIA ESPECIAL;469;APROVADO;UNAI;PREFEITURA MUNICIPAL DE UNAÍ;18.125.161/0001-77;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9329336,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4227;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92834;TRANSFERÊNCIA ESPECIAL;469;APROVADO;GUARACIAMA;PREFEITURA MUNICIPAL DE GUARACIAMA;01.612.549/0001-08;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;40000,0;;40000,0;40000,0;40000,0;40000,0;0,0;;;0,0;;9329337,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2274;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92835;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SANTO ANTONIO DO JACINTO;MUNICIPIO DE SANTO ANTONIO DO JACINTO;18.349.951/0001-36;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9329338,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4019;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92836;TRANSFERÊNCIA ESPECIAL;469;APROVADO;PIRAPORA;PREFEITURA MUNICIPAL DE PIRAPORA;23.539.463/0001-21;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9329339,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3141;;4
