responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho_execucao_direta;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113915;TRANSFERÊNCIA ESPECIAL;APROVADO;614;15171;;Não;;;;;24626,7;24626,7;24626,7;24626,7;24626,7;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113916;TRANSFERÊNCIA ESPECIAL;APROVADO;614;15172;;Não;;;;;57462,3;57462,3;57462,3;57462,3;57462,3;;;
ANDREIA DE JESUS;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;113921;EXECUÇÃO DIRETA;APROVADO;79;8322;748,0;Sim;Não;Aquisição de livros, cujos conteúdos sejam de interesse da Diretoria do Livro, Leitura, Literatura e Bibliotecas (DLLLB)/SECULT/MG, sob a forma de entrega integral .;1271005000022,0;EM ANDAMENTO;350000,0;350000,0;350000,0;350000,0;273766,6;;O valor indicado foi executado em sua integralidade, porém a diferença entre o valor liquidado e pago se dá pela retenção obrigatoria do Imposto de Renda já que o objeto consistiu em repasse de premiação à pessoa fisica.;outras razões de ordem técnica devidamente justificadas.
DELEGADO HELI GRILO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;113922;EXECUÇÃO DIRETA;APROVADO;339;8241;7,0;Sim;Não;Aquisição de equipamentos para estúdio de gravação, com acessórios capazes de ampliar a qualidade da captação de sons e imagens das produções para a Assessoria de Comunicação Social da PCMG;15111891382023,0;CONCLUÍDO;180000,0;107060,83;107060,83;106760,83;106760,83;;Fornecedor realizou faturamento de nota fiscal com valor a menor na importância de R$ 300 (trezentos reais, conforme se depreende da nota fiscal 3.537 do fornecedor HEDER C DA SILVA E CIA LTDA referente a 04 fones.;outras razões de ordem técnica devidamente justificadas.
DELEGADO HELI GRILO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;113922;EXECUÇÃO DIRETA;APROVADO;339;8266;13,0;Sim;Sim;COMPRA DE NOBREAKS;15111891222023,0;CONCLUÍDO;180000,0;1814,0;1814,0;1814,0;1814,0;;INDICAÇÃO COM MAIS DE UM CONTROLE DE EXECUÇÃO - EM CONJUNTO COM CONTROLE 8241;indicação com mais de um controle de execução cadastrado
DELEGADO HELI GRILO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;113922;EXECUÇÃO DIRETA;APROVADO;339;14377;20,0;Sim;Não;Pregão para aquisição de equipamentos para estúdio de gravação, com acessórios capazes de ampliar a qualidade da captação de sons e imagens das produções. SEI 1510.01.0236609/2023-52;1,5111890002212024e+16;CONCLUÍDO;180000,0;49546,74;49546,74;;;;aquisição por processos de compras diversos;indicação com mais de um controle de execução cadastrado
DELEGADO HELI GRILO;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;113922;EXECUÇÃO DIRETA;APROVADO;339;14378;23,0;Sim;Sim;Aquisição de  NOTEBOOKS. PL: 275/2022 RP: 3/2023 Emenda indicação 113922 SEI: 1510.01.0305147/2023-92;1,5111890003192024e+16;CONCLUÍDO;180000,0;21578,43;19740,0;;;;saldo de economia;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ANDREIA DE JESUS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113932;CELEBRAÇÃO DE CONVÊNIO;APROVADO;198;17002;;Não;;;;;46410,6;46410,6;46410,6;46410,6;46410,6;;;
ANDREIA DE JESUS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113934;CELEBRAÇÃO DE CONVÊNIO;APROVADO;198;17003;;Não;;;;;34849,24;34849,24;34849,24;34849,24;34849,24;;;
ANDREIA DE JESUS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113935;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1027;17004;;Não;;;;;76129,79;76129,79;76129,79;76129,79;76129,79;;;
ANDREIA DE JESUS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;113936;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1027;11919;;Não;;;;;306558,0;306558,0;306558,0;306558,0;306558,0;;;
ANDREIA DE JESUS;4291;FUNDO ESTADUAL DE SAÚDE;SES;113938;RESOLUÇÃO SES;APROVADO;431;5949;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
ANDREIA DE JESUS;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;113939;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1029;14509;;Não;;;;;67000,0;67000,0;67000,0;67000,0;67000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113944;RESOLUÇÃO SES;APROVADO;417;5895;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113945;RESOLUÇÃO SES;APROVADO;417;5906;;Não;;;;;700000,0;700000,0;700000,0;700000,0;700000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113946;RESOLUÇÃO SES;APROVADO;417;6535;;Não;;;;;600000,0;600000,0;600000,0;600000,0;600000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113947;RESOLUÇÃO SES;APROVADO;417;6205;;Não;;;;;600000,0;600000,0;600000,0;600000,0;600000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113948;RESOLUÇÃO SES;APROVADO;417;6264;;Não;;;;;600000,0;600000,0;600000,0;600000,0;600000,0;;;
ALENCAR DA SILVEIRA JR.;4291;FUNDO ESTADUAL DE SAÚDE;SES;113951;RESOLUÇÃO SES;APROVADO;417;5925;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ALENCAR DA SILVEIRA JR.;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;113952;EXECUÇÃO DIRETA;APROVADO;34;10214;166,0;Sim;Não;Suv flex com cela.;1,2500720000232024e+16;CONCLUÍDO;190000,0;144900,0;144900,0;144900,0;0,0;0,0;Aguarda pagamento.;outras razões de ordem técnica devidamente justificadas.
ALENCAR DA SILVEIRA JR.;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;113952;EXECUÇÃO DIRETA;APROVADO;34;10239;230,0;Sim;Não;Fuzis 5,56 x 45 mm;1,2500840001662024e+16;CONCLUÍDO;190000,0;35708,0;33751,5;0,0;0,0;0,0;Saldo decorre de economicidade. Pendente de entrega do material para liquidação.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ALENCAR DA SILVEIRA JR.;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;113952;EXECUÇÃO DIRETA;APROVADO;34;10215;231,0;Sim;Não;Aquisição de Rádio Móvel Cabeça Estendida.;1,2500710000732024e+16;CONCLUÍDO;190000,0;9392,0;9392,0;9392,0;0,0;0,0;Aguarda confirmação do pagamento.;outras razões de ordem técnica devidamente justificadas.
NEILANDO PIMENTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113953;CELEBRAÇÃO DE CONVÊNIO;APROVADO;247;8064;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
PROFESSOR CLEITON;4291;FUNDO ESTADUAL DE SAÚDE;SES;113956;RESOLUÇÃO SES;APROVADO;1051;7197;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113957;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15173;;Não;;;;;87519,9;87519,9;87519,9;87519,9;87519,9;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113958;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15174;;Não;;;;;204213,1;204213,1;204213,1;204213,1;204213,1;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113959;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15175;;Não;;;;;280000,0;280000,0;280000,0;280000,0;280000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113960;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15176;;Não;;;;;280000,0;280000,0;280000,0;280000,0;280000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113961;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15177;;Não;;;;;350000,0;350000,0;350000,0;350000,0;350000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113962;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15178;;Não;;;;;120000,0;120000,0;120000,0;120000,0;120000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113963;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15179;;Não;;;;;120000,0;120000,0;120000,0;120000,0;120000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113964;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15180;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113965;RESOLUÇÃO SES;APROVADO;1045;7813;;Não;;;;;291734,0;291734,0;291734,0;291734,0;291734,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113967;RESOLUÇÃO SES;APROVADO;1038;6429;;Não;;;;;82089,0;82089,0;82089,0;82089,0;82089,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113968;RESOLUÇÃO SES;APROVADO;1044;6430;;Não;;;;;80000,0;80000,0;80000,0;80000,0;80000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113969;RESOLUÇÃO SES;APROVADO;1044;6198;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113970;RESOLUÇÃO SES;APROVADO;1044;6029;;Não;;;;;460000,0;460000,0;460000,0;460000,0;460000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113971;RESOLUÇÃO SES;APROVADO;1044;6624;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113972;RESOLUÇÃO SES;APROVADO;1044;6516;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;113973;RESOLUÇÃO SES;APROVADO;1044;6587;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
Bloco Minas São Muitas;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;113976;EXECUÇÃO DIRETA;APROVADO;572;8204;189,0;Sim;Sim;Aquisição de viaturas policiais caracterizadas e descaracterizadas;119,0;EM ANDAMENTO;200000,0;144900,0;144900,0;0,0;0,0;;Economia gerada no certame licitatório - Registro de preços;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
PROFESSOR CLEITON;4291;FUNDO ESTADUAL DE SAÚDE;SES;113978;RESOLUÇÃO SES;APROVADO;1051;7198;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
CHARLES SANTOS;4291;FUNDO ESTADUAL DE SAÚDE;SES;113979;RESOLUÇÃO SES;APROVADO;526;7280;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
PROFESSOR CLEITON;4291;FUNDO ESTADUAL DE SAÚDE;SES;113980;RESOLUÇÃO SES;APROVADO;1052;5755;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113981;TRANSFERÊNCIA ESPECIAL;APROVADO;602;15181;;Não;;;;;170022,0;170022,0;170022,0;170022,0;170022,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113982;TRANSFERÊNCIA ESPECIAL;APROVADO;602;15182;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113983;TRANSFERÊNCIA ESPECIAL;APROVADO;288;15183;;Não;;;;;50000,0;50000,0;50000,0;50000,0;50000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113984;TRANSFERÊNCIA ESPECIAL;APROVADO;288;15184;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113985;TRANSFERÊNCIA ESPECIAL;APROVADO;288;15185;;Não;;;;;40000,0;40000,0;40000,0;40000,0;40000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113986;TRANSFERÊNCIA ESPECIAL;APROVADO;288;15186;;Não;;;;;45000,0;45000,0;45000,0;45000,0;45000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113987;TRANSFERÊNCIA ESPECIAL;APROVADO;1053;15187;;Não;;;;;10000,0;10000,0;10000,0;10000,0;10000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113988;TRANSFERÊNCIA ESPECIAL;APROVADO;1049;15188;;Não;;;;;70000,0;70000,0;70000,0;70000,0;70000,0;;;
BETAO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;113989;TRANSFERÊNCIA ESPECIAL;APROVADO;1050;15189;;Não;;;;;30000,0;30000,0;30000,0;30000,0;30000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;113997;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1054;8582;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
DELEGADO HELI GRILO;4291;FUNDO ESTADUAL DE SAÚDE;SES;113998;RESOLUÇÃO SES;APROVADO;1055;8184;;Não;;;;;782547,0;782547,0;782547,0;782547,0;782547,0;;;
DELEGADO HELI GRILO;4291;FUNDO ESTADUAL DE SAÚDE;SES;113999;RESOLUÇÃO SES;APROVADO;1057;8185;;Não;;;;;117453,0;117453,0;117453,0;117453,0;117453,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114000;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15190;;Não;;;;;600000,0;600000,0;600000,0;600000,0;600000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114001;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15191;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114002;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15192;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114003;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15193;;Não;;;;;191733,0;191733,0;191733,0;191733,0;191733,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114004;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15194;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114005;TRANSFERÊNCIA ESPECIAL;APROVADO;614;15195;;Não;;;;;82089,0;82089,0;82089,0;82089,0;82089,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114007;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1039;8496;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114008;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1039;8828;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
DELEGADO HELI GRILO;4291;FUNDO ESTADUAL DE SAÚDE;SES;114009;RESOLUÇÃO SES;APROVADO;426;6255;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114010;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8714;;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114011;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8454;;Não;;;;;300000,0;300000,0;300000,0;0,0;0,0;;Conforme área técnica: Não realização de procedimentos necessários à liberação do recurso dentro do prazo.;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114012;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8762;;Não;;;;;340000,0;340000,0;340000,0;0,0;0,0;;Conforme área técnica: Não realização de procedimentos necessários à liberação do recurso dentro do prazo.;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114013;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8617;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114014;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;560;8583;;Não;;;;;251734,0;251734,0;251734,0;251734,0;251734,0;;;
Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;114015;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;612;8844;;Não;;;;;82089,0;82089,0;82089,0;82089,0;82089,0;;;
DELEGADO HELI GRILO;4291;FUNDO ESTADUAL DE SAÚDE;SES;114016;RESOLUÇÃO SES;APROVADO;1021;7671;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114018;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15196;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114019;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15197;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114020;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15198;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114021;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15199;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114022;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15200;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114023;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15201;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114024;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15202;;Não;;;;;141733,0;141733,0;141733,0;141733,0;141733,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114025;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15203;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114026;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15204;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114027;TRANSFERÊNCIA ESPECIAL;APROVADO;569;15205;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114028;TRANSFERÊNCIA ESPECIAL;APROVADO;614;15206;;Não;;;;;64178,0;64178,0;64178,0;64178,0;64178,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;114029;RESOLUÇÃO SES;APROVADO;1041;6336;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
GUSTAVO MITRE;4291;FUNDO ESTADUAL DE SAÚDE;SES;114030;RESOLUÇÃO SES;APROVADO;919;8095;;Não;;;;;1000000,0;1000000,0;1000000,0;1000000,0;1000000,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;114031;RESOLUÇÃO SES;APROVADO;578;6797;;Não;;;;;251859,0;251859,0;251859,0;251859,0;251859,0;;;
Bloco Minas São Muitas;4291;FUNDO ESTADUAL DE SAÚDE;SES;114032;RESOLUÇÃO SES;APROVADO;578;6761;;Não;;;;;83953,0;83953,0;83953,0;83953,0;83953,0;;;
GUSTAVO MITRE;4291;FUNDO ESTADUAL DE SAÚDE;SES;114036;RESOLUÇÃO SES;APROVADO;920;7697;;Não;;;;;750000,0;750000,0;750000,0;750000,0;750000,0;;;
PROFESSOR CLEITON;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;114038;CELEBRAÇÃO DE CONVÊNIO;APROVADO;161;12884;;Não;;;;;132310,0;132310,0;132310,0;132310,0;132310,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114040;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15207;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114041;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15208;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114042;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15209;;Não;;;;;50000,0;50000,0;50000,0;50000,0;50000,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114043;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15210;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114044;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15211;;Não;;;;;543822,0;543822,0;543822,0;543822,0;543822,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114045;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15212;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;114046;TRANSFERÊNCIA ESPECIAL;APROVADO;570;15213;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
ALENCAR DA SILVEIRA JR.;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;114047;EXECUÇÃO DIRETA;APROVADO;325;7657;38,0;Sim;Não;Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: fragmentadora.;1,5111890000922024e+16;CONCLUÍDO;50000,0;1405,88;1405,88;1405,88;1405,88;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
ALENCAR DA SILVEIRA JR.;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;114047;EXECUÇÃO DIRETA;APROVADO;325;7226;24,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: cadeira fixa.;1,5111890000882024e+16;CONCLUÍDO;50000,0;934,0;934,0;934,0;934,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
ALENCAR DA SILVEIRA JR.;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;114047;EXECUÇÃO DIRETA;APROVADO;325;7233;71,0;Sim;Não;Aquisição de mobiliário visando atender emendas Estaduais e Federais direcionada a Polícia Civil de Minas Gerais. Item: estação de trabalho em L.;1,5111890001902024e+16;CONCLUÍDO;50000,0;1190,0;1190,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
ALENCAR DA SILVEIRA JR.;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;114047;EXECUÇÃO DIRETA;APROVADO;325;7649;57,0;Sim;Não;Aquisição de equipamentos de Eletrodomésticos visando atender as Emendas Estaduais e Federais direcionadas para a Polícia Civil de Minas Gerais. Item: ventilador pedestal.;1,5111890000922024e+16;CONCLUÍDO;50000,0;863,01;863,01;863,01;;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
ALENCAR DA SILVEIRA JR.;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;114047;EXECUÇÃO DIRETA;APROVADO;325;8860;298,0;Sim;Não;Aquisição de impressora multifuncional e outros equipamentos.;1511189000125,0;EM ANDAMENTO;50000,0;2398,61;2398,61;0,0;0,0;;Saldo remanescente usado em outros processos de compra.;indicação com mais de um controle de execução cadastrado
